	ensg	entrez_v99	gene_name_v99	ensg_v99
44004	ENSG00000183475	140460	ASB7	ENSG00000183475.12
44005	ENSG00000183571	145814	PGPEP1L	ENSG00000183571.11
44007	ENSG00000183751	10607	TBL3	ENSG00000183751.15
44009	ENSG00000183971	283869	NPW	ENSG00000183971.8
44010	ENSG00000184056	26276	VPS33B	ENSG00000184056.14
44011	ENSG00000184140	390648	OR4F6	ENSG00000184140.6
44012	ENSG00000184207	283871	PGP	ENSG00000184207.9
44013	ENSG00000184254	220	ALDH1A3	ENSG00000184254.17
44014	ENSG00000184277	80213	TM2D3	ENSG00000184277.13
44015	ENSG00000184471	390664	C1QTNF8	ENSG00000184471.8
44016	ENSG00000185418	123283	TARS3	ENSG00000185418.16
44017	ENSG00000185442	400451	FAM174B	ENSG00000185442.13
44018	ENSG00000185518	9899	SV2B	ENSG00000185518.11
44019	ENSG00000185551	7026	NR2F2	ENSG00000185551.15
44022	ENSG00000185615	64714	PDIA2	ENSG00000185615.15
44023	ENSG00000185883	527	ATP6V0C	ENSG00000185883.12
44024	ENSG00000187535	9742	IFT140	ENSG00000187535.14
44025	ENSG00000188536	3040	HBA2	ENSG00000188536.13
44028	ENSG00000196408	124056	NOXO1	ENSG00000196408.11
44029	ENSG00000196557	8912	CACNA1H	ENSG00000196557.13
44030	ENSG00000197253	64499	TPSB2	ENSG00000197253.13
44031	ENSG00000197562	57799	RAB40C	ENSG00000197562.10
44032	ENSG00000197599	645811	CCDC154	ENSG00000197599.12
44033	ENSG00000197774	197342	EME2	ENSG00000197774.13
44034	ENSG00000198736	51734	MSRB1	ENSG00000198736.11
44035	ENSG00000198901	9055	PRC1	ENSG00000198901.14
44043	ENSG00000205923	752014	CEMP1	ENSG00000205923.3
44044	ENSG00000205937	10921	RNPS1	ENSG00000205937.12
44045	ENSG00000206053	90861	JPT2	ENSG00000206053.13
44047	ENSG00000206172	3039	HBA1	ENSG00000206172.8
44048	ENSG00000206177	3042	HBM	ENSG00000206177.7
44062	ENSG00000221656	100188847	MIR1225	ENSG00000221656.1
44085	ENSG00000242173	398	ARHGDIG	ENSG00000242173.10
44087	ENSG00000242612	26063	DECR2	ENSG00000242612.7
44096	ENSG00000251692	390667	PTX4	ENSG00000251692.7
44106	ENSG00000257108	283948	NHLRC4	ENSG00000257108.2
44129	ENSG00000258754	105369203	LINC01579	ENSG00000258754.8
44153	ENSG00000259219	105371022	AC084855.2	ENSG00000259219.1
44195	ENSG00000259658	100128108	AC027559.1	ENSG00000259658.5
44246	ENSG00000260874	105371050	AC106820.5	ENSG00000260874.5
44359	ENSG00000283597	283777	FAM169B	ENSG00000283597.2
44364	ENSG00000284395	105371045	PERCC1	ENSG00000284395.1
44370	ENSG00000285866	105370985	LINC02852	ENSG00000285866.1
44385	ENSG00000005001	64063	PRSS22	ENSG00000005001.10
44386	ENSG00000005187	6296	ACSM3	ENSG00000005187.12
44387	ENSG00000005339	1387	CREBBP	ENSG00000005339.15
44388	ENSG00000006007	51573	GDE1	ENSG00000006007.12
44389	ENSG00000006194	10127	ZNF263	ENSG00000006194.10
44390	ENSG00000006327	51330	TNFRSF12A	ENSG00000006327.13
44391	ENSG00000007038	10942	PRSS21	ENSG00000007038.11
44392	ENSG00000008516	64386	MMP25	ENSG00000008516.17
44393	ENSG00000008517	9235	IL32	ENSG00000008517.16
44394	ENSG00000010539	7752	ZNF200	ENSG00000010539.11
44395	ENSG00000033011	56052	ALG1	ENSG00000033011.12
44396	ENSG00000038532	23274	CLEC16A	ENSG00000038532.16
44397	ENSG00000048462	608	TNFRSF17	ENSG00000048462.11
44398	ENSG00000048471	92017	SNX29	ENSG00000048471.14
44399	ENSG00000059122	84256	FLYWCH1	ENSG00000059122.16
44400	ENSG00000066654	55623	THUMPD1	ENSG00000066654.14
44401	ENSG00000066813	348158	ACSM2B	ENSG00000066813.14
44402	ENSG00000067365	79091	METTL22	ENSG00000067365.15
44403	ENSG00000067836	79641	ROGDI	ENSG00000067836.12
44404	ENSG00000069764	8399	PLA2G10	ENSG00000069764.9
44405	ENSG00000072864	54820	NDE1	ENSG00000072864.15
44406	ENSG00000078328	54715	RBFOX1	ENSG00000078328.21
44407	ENSG00000085644	7760	ZNF213	ENSG00000085644.14
44408	ENSG00000085721	54700	RRN3	ENSG00000085721.12
44409	ENSG00000089486	29965	CDIP1	ENSG00000089486.17
44410	ENSG00000090447	7023	TFAP4	ENSG00000090447.12
44411	ENSG00000091262	368	ABCC6	ENSG00000091262.15
44412	ENSG00000102858	23295	MGRN1	ENSG00000102858.13
44413	ENSG00000103145	54985	HCFC1R1	ENSG00000103145.10
44414	ENSG00000103174	51172	NAGPA	ENSG00000103174.13
44415	ENSG00000103184	9717	SEC14L5	ENSG00000103184.12
44416	ENSG00000103199	26048	ZNF500	ENSG00000103199.14
44417	ENSG00000103222	4363	ABCC1	ENSG00000103222.19
44418	ENSG00000103226	408050	NOMO3	ENSG00000103226.18
44419	ENSG00000103274	4682	NUBP1	ENSG00000103274.11
44420	ENSG00000103313	4210	MEFV	ENSG00000103313.12
44421	ENSG00000103342	2935	GSPT1	ENSG00000103342.13
44422	ENSG00000103343	7727	ZNF174	ENSG00000103343.13
44423	ENSG00000103351	23059	CLUAP1	ENSG00000103351.13
44424	ENSG00000103355	260429	PRSS33	ENSG00000103355.13
44425	ENSG00000103381	55313	CPPED1	ENSG00000103381.12
44426	ENSG00000103415	3163	HMOX2	ENSG00000103415.12
44427	ENSG00000103423	9093	DNAJA3	ENSG00000103423.14
44428	ENSG00000103426	100529144	CORO7-PAM16	ENSG00000103426.12
44429	ENSG00000103429	51283	BFAR	ENSG00000103429.11
44430	ENSG00000103489	64131	XYLT1	ENSG00000103489.12
44431	ENSG00000103512	23420	NOMO1	ENSG00000103512.15
44432	ENSG00000103528	51760	SYT17	ENSG00000103528.17
44433	ENSG00000103534	79838	TMC5	ENSG00000103534.17
44434	ENSG00000103540	9738	CCP110	ENSG00000103540.16
44435	ENSG00000103544	57020	VPS35L	ENSG00000103544.15
44436	ENSG00000103550	400506	KNOP1	ENSG00000103550.14
44437	ENSG00000118894	196483	EEF2KMT	ENSG00000118894.15
44438	ENSG00000118898	5493	PPL	ENSG00000118898.16
44439	ENSG00000118900	29855	UBN1	ENSG00000118900.15
44440	ENSG00000122299	29066	ZC3H7A	ENSG00000122299.12
44441	ENSG00000122304	5620	PRM2	ENSG00000122304.10
44442	ENSG00000122386	7755	ZNF205	ENSG00000122386.10
44443	ENSG00000122390	79903	NAA60	ENSG00000122390.19
44444	ENSG00000126602	10131	TRAP1	ENSG00000126602.11
44445	ENSG00000126603	84662	GLIS2	ENSG00000126603.8
44446	ENSG00000127564	9088	PKMYT1	ENSG00000127564.17
44447	ENSG00000130182	84891	ZSCAN10	ENSG00000130182.8
44448	ENSG00000131650	79412	KREMEN2	ENSG00000131650.14
44449	ENSG00000131652	79228	THOC6	ENSG00000131652.14
44450	ENSG00000133392	4629	MYH11	ENSG00000133392.18
44451	ENSG00000133393	123811	FOPNL	ENSG00000133393.13
44452	ENSG00000134419	6210	RPS15A	ENSG00000134419.15
44453	ENSG00000140623	124404	SEPTIN12	ENSG00000140623.13
44454	ENSG00000140632	84656	GLYR1	ENSG00000140632.17
44455	ENSG00000140650	5373	PMM2	ENSG00000140650.12
44456	ENSG00000140694	5073	PARN	ENSG00000140694.17
44457	ENSG00000140987	54925	ZSCAN32	ENSG00000140987.20
44458	ENSG00000140993	91151	TIGD7	ENSG00000140993.11
44459	ENSG00000153048	23589	CARHSP1	ENSG00000153048.11
44460	ENSG00000153060	146279	TEKT5	ENSG00000153060.8
44461	ENSG00000153066	51061	TXNDC11	ENSG00000153066.12
44462	ENSG00000153406	57407	NMRAL1	ENSG00000153406.13
44463	ENSG00000153443	124402	UBALD1	ENSG00000153443.13
44464	ENSG00000153446	146556	C16orf89	ENSG00000153446.15
44465	ENSG00000156968	255027	MPV17L	ENSG00000156968.9
44466	ENSG00000157045	123803	NTAN1	ENSG00000157045.9
44467	ENSG00000157106	23049	SMG1	ENSG00000157106.16
44468	ENSG00000162069	146439	BICDL2	ENSG00000162069.16
44469	ENSG00000162073	124222	PAQR4	ENSG00000162073.14
44470	ENSG00000162076	114984	FLYWCH2	ENSG00000162076.13
44471	ENSG00000162078	124220	ZG16B	ENSG00000162078.11
44472	ENSG00000162086	7627	ZNF75A	ENSG00000162086.15
44473	ENSG00000162104	115	ADCY9	ENSG00000162104.10
44474	ENSG00000166246	146562	C16orf71	ENSG00000166246.14
44475	ENSG00000166669	80063	ATF7IP2	ENSG00000166669.13
44476	ENSG00000166676	780776	TVP23A	ENSG00000166676.16
44477	ENSG00000166743	116285	ACSM1	ENSG00000166743.9
44478	ENSG00000166780	89927	BMERB1	ENSG00000166780.11
44479	ENSG00000166783	9665	MARF1	ENSG00000166783.22
44480	ENSG00000167186	10229	COQ7	ENSG00000167186.11
44481	ENSG00000167191	51704	GPRC5B	ENSG00000167191.12
44482	ENSG00000167981	146434	ZNF597	ENSG00000167981.7
44483	ENSG00000167984	197358	NLRC3	ENSG00000167984.18
44484	ENSG00000168096	124401	ANKS3	ENSG00000168096.15
44485	ENSG00000168101	84309	NUDT16L1	ENSG00000168101.14
44486	ENSG00000168124	4992	OR1F1	ENSG00000168124.2
44487	ENSG00000168140	114990	VASN	ENSG00000168140.5
44488	ENSG00000168158	4993	OR2C1	ENSG00000168158.4
44489	ENSG00000169340	204474	PDILT	ENSG00000169340.10
44490	ENSG00000169344	7369	UMOD	ENSG00000169344.15
44491	ENSG00000169347	2813	GP2	ENSG00000169347.16
44492	ENSG00000170537	79905	TMC7	ENSG00000170537.13
44493	ENSG00000170540	23204	ARL6IP1	ENSG00000170540.15
44494	ENSG00000171490	26156	RSL1D1	ENSG00000171490.13
44496	ENSG00000174628	124152	IQCK	ENSG00000174628.16
44497	ENSG00000175595	2072	ERCC4	ENSG00000175595.15
44499	ENSG00000175643	116028	RMI2	ENSG00000175643.10
44500	ENSG00000175646	5619	PRM1	ENSG00000175646.4
44501	ENSG00000178257	58531	PRM3	ENSG00000178257.4
44502	ENSG00000178279	7142	TNP2	ENSG00000178279.4
44503	ENSG00000179583	4261	CIITA	ENSG00000179583.19
44504	ENSG00000179889	23042	PDXDC1	ENSG00000179889.19
44505	ENSG00000179889	102724985	PDXDC1	ENSG00000179889.19
44506	ENSG00000180269	124274	GPR139	ENSG00000180269.7
44507	ENSG00000182108	28955	DEXI	ENSG00000182108.11
44508	ENSG00000182831	29035	C16orf72	ENSG00000182831.12
44509	ENSG00000183044	18	ABAT	ENSG00000183044.12
44510	ENSG00000183426	9284	NPIPA1	ENSG00000183426.17
44511	ENSG00000183426	102724993	NPIPA1	ENSG00000183426.17
44512	ENSG00000183454	2903	GRIN2A	ENSG00000183454.17
44514	ENSG00000183549	54988	ACSM5	ENSG00000183549.10
44515	ENSG00000183747	123876	ACSM2A	ENSG00000183747.12
44516	ENSG00000183793	100288332	NPIPA5	ENSG00000183793.14
44518	ENSG00000184602	8303	SNN	ENSG00000184602.6
44519	ENSG00000184697	9074	CLDN6	ENSG00000184697.7
44520	ENSG00000184857	25880	TMEM186	ENSG00000184857.8
44521	ENSG00000185164	283820	NOMO2	ENSG00000185164.14
44522	ENSG00000185164	102723728	NOMO2	ENSG00000185164.14
44523	ENSG00000185338	8651	SOCS1	ENSG00000185338.6
44524	ENSG00000185739	6345	SRL	ENSG00000185739.13
44525	ENSG00000186260	57496	MRTFB	ENSG00000186260.16
44526	ENSG00000187555	7874	USP7	ENSG00000187555.16
44528	ENSG00000188827	84464	SLX4	ENSG00000188827.11
44529	ENSG00000188897	400499	AC099489.1	ENSG00000188897.9
44530	ENSG00000189067	9516	LITAF	ENSG00000189067.12
44531	ENSG00000199130	100126355	MIR365A	ENSG00000199130.3
44540	ENSG00000205730	162073	ITPRIPL2	ENSG00000205730.6
44542	ENSG00000205832	342346	C16orf96	ENSG00000205832.7
44553	ENSG00000213853	2013	EMP2	ENSG00000213853.10
44554	ENSG00000213918	1773	DNASE1	ENSG00000213918.10
44555	ENSG00000213937	9080	CLDN9	ENSG00000213937.4
44556	ENSG00000214940	101059953	NPIPA8	ENSG00000214940.8
44557	ENSG00000214967	101059938	NPIPA7	ENSG00000214967.5
44559	ENSG00000215131	646174	C16orf90	ENSG00000215131.11
44560	ENSG00000215148	360226	PRSS41	ENSG00000215148.8
44561	ENSG00000217930	51025	PAM16	ENSG00000217930.8
44566	ENSG00000224712	642778	NPIPA3	ENSG00000224712.12
44572	ENSG00000232196	100463285	MTRNR2L4	ENSG00000232196.4
44573	ENSG00000232258	283953	TMEM114	ENSG00000232258.6
44575	ENSG00000234719	729978	NPIPB2	ENSG00000234719.9
44576	ENSG00000237515	729993	SHISA9	ENSG00000237515.9
44598	ENSG00000254852	642799	NPIPA2	ENSG00000254852.8
44617	ENSG00000259929	107984893	AC010601.1	ENSG00000259929.5
44624	ENSG00000260071	101927026	AC012178.1	ENSG00000260071.2
44666	ENSG00000261130	255027	AC140504.1	ENSG00000261130.5
44671	ENSG00000261210	728276	CLEC19A	ENSG00000261210.8
44679	ENSG00000261394	101927227	AC007598.2	ENSG00000261394.1
44719	ENSG00000262246	79585	CORO7	ENSG00000262246.6
44741	ENSG00000262668	4992	AJ003147.2	ENSG00000262668.2
44793	ENSG00000267795	440335	SMIM22	ENSG00000267795.6
44865	ENSG00000283516	101929989	LITAFD	ENSG00000283516.1
44867	ENSG00000283736	619553	MIR484	ENSG00000283736.1
44875	ENSG00000285869	105371113	LINC02858	ENSG00000285869.1
44886	ENSG00000004779	4706	NDUFAB1	ENSG00000004779.10
44887	ENSG00000005189	81691	REXO5	ENSG00000005189.19
44888	ENSG00000005844	3683	ITGAL	ENSG00000005844.18
44889	ENSG00000006116	10368	CACNG3	ENSG00000006116.3
44890	ENSG00000011638	57146	TMEM159	ENSG00000011638.10
44891	ENSG00000013364	9961	MVP	ENSG00000013364.19
44892	ENSG00000047578	23247	KIAA0556	ENSG00000047578.13
44893	ENSG00000052344	5652	PRSS8	ENSG00000052344.16
44894	ENSG00000058600	55718	POLR3E	ENSG00000058600.16
44895	ENSG00000077235	2975	GTF3C1	ENSG00000077235.18
44896	ENSG00000077238	3566	IL4R	ENSG00000077238.14
44897	ENSG00000079616	3835	KIF22	ENSG00000079616.12
44898	ENSG00000080603	10847	SRCAP	ENSG00000080603.17
44899	ENSG00000083093	79728	PALB2	ENSG00000083093.10
44900	ENSG00000089280	2521	FUS	ENSG00000089280.18
44901	ENSG00000090238	83719	YPEL3	ENSG00000090238.12
44902	ENSG00000090905	27327	TNRC6A	ENSG00000090905.19
44903	ENSG00000099364	54620	FBXL19	ENSG00000099364.16
44904	ENSG00000099365	112755	STX1B	ENSG00000099365.11
44905	ENSG00000099377	80270	HSD3B7	ENSG00000099377.14
44906	ENSG00000099381	9739	SETD1A	ENSG00000099381.18
44907	ENSG00000099385	9274	BCL7C	ENSG00000099385.11
44908	ENSG00000102870	23361	ZNF629	ENSG00000102870.6
44909	ENSG00000102879	11151	CORO1A	ENSG00000102879.15
44910	ENSG00000102882	5595	MAPK3	ENSG00000102882.12
44911	ENSG00000102886	79153	GDPD3	ENSG00000102886.15
44912	ENSG00000102897	57149	LYRM1	ENSG00000102897.10
44913	ENSG00000103310	7783	ZP2	ENSG00000103310.10
44914	ENSG00000103316	1428	CRYM	ENSG00000103316.11
44915	ENSG00000103319	29904	EEF2K	ENSG00000103319.12
44916	ENSG00000103353	56061	UBFD1	ENSG00000103353.16
44917	ENSG00000103356	124454	EARS2	ENSG00000103356.16
44918	ENSG00000103365	23062	GGA2	ENSG00000103365.15
44919	ENSG00000103375	343	AQP8	ENSG00000103375.11
44920	ENSG00000103404	57478	USP31	ENSG00000103404.14
44922	ENSG00000103485	23475	QPRT	ENSG00000103485.19
44923	ENSG00000103490	29108	PYCARD	ENSG00000103490.14
44924	ENSG00000103495	4150	MAZ	ENSG00000103495.14
44925	ENSG00000103496	6810	STX4	ENSG00000103496.15
44926	ENSG00000103502	10423	CDIPT	ENSG00000103502.14
44927	ENSG00000103507	10295	BCKDK	ENSG00000103507.14
44928	ENSG00000103510	84148	KAT8	ENSG00000103510.20
44929	ENSG00000103522	50615	IL21R	ENSG00000103522.16
44930	ENSG00000103549	9810	RNF40	ENSG00000103549.21
44931	ENSG00000122254	9956	HS3ST2	ENSG00000122254.7
44932	ENSG00000122257	5930	RBBP6	ENSG00000122257.20
44934	ENSG00000132207	548593	SLX1A	ENSG00000132207.17
44935	ENSG00000134398	10595	AC008870.1	ENSG00000134398.15
44936	ENSG00000140675	6524	SLC5A2	ENSG00000140675.13
44937	ENSG00000140678	3687	ITGAX	ENSG00000140678.16
44938	ENSG00000140682	7041	TGFB1I1	ENSG00000140682.19
44939	ENSG00000140688	64755	C16orf58	ENSG00000140688.17
44940	ENSG00000140691	79798	ARMC5	ENSG00000140691.17
44941	ENSG00000140740	7385	UQCRC2	ENSG00000140740.11
44942	ENSG00000140743	1039	CDR2	ENSG00000140743.8
44943	ENSG00000140749	10261	IGSF6	ENSG00000140749.9
44944	ENSG00000140750	55114	ARHGAP17	ENSG00000140750.17
44945	ENSG00000149922	6911	TBX6	ENSG00000149922.10
44946	ENSG00000149923	5531	PPP4C	ENSG00000149923.14
44947	ENSG00000149925	226	ALDOA	ENSG00000149925.20
44948	ENSG00000149926	83723	TLCD3B	ENSG00000149926.13
44949	ENSG00000149927	8448	DOC2A	ENSG00000149927.18
44950	ENSG00000149929	8479	HIRIP3	ENSG00000149929.16
44951	ENSG00000149930	9344	TAOK2	ENSG00000149930.18
44952	ENSG00000149932	124446	TMEM219	ENSG00000149932.17
44953	ENSG00000150281	1489	CTF1	ENSG00000150281.6
44954	ENSG00000151006	339105	PRSS53	ENSG00000151006.7
44955	ENSG00000155592	342357	ZKSCAN2	ENSG00000155592.16
44956	ENSG00000155666	79831	KDM8	ENSG00000155666.11
44957	ENSG00000155714	255762	PDZD9	ENSG00000155714.13
44958	ENSG00000155719	146183	OTOA	ENSG00000155719.17
44959	ENSG00000156853	115509	ZNF689	ENSG00000156853.13
44960	ENSG00000156858	78994	PRR14	ENSG00000156858.11
44961	ENSG00000156860	64319	FBRS	ENSG00000156860.16
44962	ENSG00000156873	5261	PHKG2	ENSG00000156873.16
44963	ENSG00000156885	1339	COX6A2	ENSG00000156885.6
44964	ENSG00000156886	3681	ITGAD	ENSG00000156886.12
44966	ENSG00000158486	55567	DNAH3	ENSG00000158486.13
44967	ENSG00000158865	115584	SLC5A11	ENSG00000158865.12
44968	ENSG00000166501	5579	PRKCB	ENSG00000166501.14
44969	ENSG00000166828	6340	SCNN1G	ENSG00000166828.3
44970	ENSG00000166847	84516	DCTN5	ENSG00000166847.10
44971	ENSG00000166851	5347	PLK1	ENSG00000166851.15
44972	ENSG00000166869	63928	CHP2	ENSG00000166869.3
44973	ENSG00000167194	146378	C16orf92	ENSG00000167194.7
44974	ENSG00000167371	112476	PRRT2	ENSG00000167371.21
44975	ENSG00000167394	79759	ZNF668	ENSG00000167394.13
44976	ENSG00000167395	9726	ZNF646	ENSG00000167395.10
44977	ENSG00000167397	79001	VKORC1	ENSG00000167397.15
44978	ENSG00000168434	91949	COG7	ENSG00000168434.13
44979	ENSG00000168447	6338	SCNN1B	ENSG00000168447.11
44980	ENSG00000168488	11273	ATXN2L	ENSG00000168488.18
44981	ENSG00000169180	23214	XPO6	ENSG00000169180.11
44982	ENSG00000169181	146395	GSG1L	ENSG00000169181.13
44983	ENSG00000169189	197370	NSMCE1	ENSG00000169189.17
44984	ENSG00000169203	440353	NPIPB12	ENSG00000169203.16
44985	ENSG00000169217	10421	CD2BP2	ENSG00000169217.9
44986	ENSG00000169221	26000	TBC1D10B	ENSG00000169221.14
44987	ENSG00000169246	23117	NPIPB3	ENSG00000169246.16
44988	ENSG00000169592	283899	INO80E	ENSG00000169592.15
44989	ENSG00000169627	654483	BOLA2B	ENSG00000169627.9
44990	ENSG00000169682	83985	SPNS1	ENSG00000169682.18
44991	ENSG00000169877	51327	AHSP	ENSG00000169877.10
44992	ENSG00000169896	3684	ITGAM	ENSG00000169896.18
44993	ENSG00000169900	260434	PYDC1	ENSG00000169900.7
44994	ENSG00000169951	92595	ZNF764	ENSG00000169951.9
44995	ENSG00000169955	65988	ZNF747	ENSG00000169955.7
44996	ENSG00000169957	79724	ZNF768	ENSG00000169957.10
44997	ENSG00000174938	26470	SEZ6L2	ENSG00000174938.14
44998	ENSG00000174939	253982	ASPHD1	ENSG00000174939.11
44999	ENSG00000174943	253980	KCTD13	ENSG00000174943.11
45000	ENSG00000174992	653808	ZG16	ENSG00000174992.8
45001	ENSG00000175267	146177	VWA3A	ENSG00000175267.15
45002	ENSG00000175311	257629	ANKS4B	ENSG00000175311.7
45003	ENSG00000175938	93129	ORAI3	ENSG00000175938.7
45004	ENSG00000176046	26471	NUPR1	ENSG00000176046.8
45005	ENSG00000176476	112869	SGF29	ENSG00000176476.9
45006	ENSG00000176723	283933	ZNF843	ENSG00000176723.10
45007	ENSG00000176953	84901	NFATC2IP	ENSG00000176953.12
45008	ENSG00000177238	493829	TRIM72	ENSG00000177238.14
45009	ENSG00000177455	930	CD19	ENSG00000177455.15
45010	ENSG00000177548	79874	RABEP2	ENSG00000177548.13
45011	ENSG00000178188	25970	SH2B1	ENSG00000178188.14
45012	ENSG00000178226	146547	PRSS36	ENSG00000178226.11
45013	ENSG00000178952	7284	TUFM	ENSG00000178952.11
45014	ENSG00000179918	22928	SEPHS2	ENSG00000179918.19
45015	ENSG00000179958	79077	DCTPP1	ENSG00000179958.9
45016	ENSG00000179965	51333	ZNF771	ENSG00000179965.12
45017	ENSG00000180035	197407	ZNF48	ENSG00000180035.13
45018	ENSG00000180096	1731	SEPTIN1	ENSG00000180096.12
45019	ENSG00000180209	29895	MYLPF	ENSG00000180209.12
45020	ENSG00000180663	317702	VN1R3	ENSG00000180663.5
45022	ENSG00000181625	79008	SLX1B	ENSG00000181625.17
45023	ENSG00000182601	9951	HS3ST4	ENSG00000182601.7
45024	ENSG00000183336	552900	BOLA2	ENSG00000183336.8
45026	ENSG00000183632	24150	TP53TG3	ENSG00000183632.14
45027	ENSG00000183632	102723655	TP53TG3	ENSG00000183632.14
45028	ENSG00000183632	102723713	TP53TG3	ENSG00000183632.14
45029	ENSG00000183632	102724101	TP53TG3	ENSG00000183632.14
45030	ENSG00000183632	102724127	TP53TG3	ENSG00000183632.14
45031	ENSG00000183921	100288072	SDR42E2	ENSG00000183921.7
45032	ENSG00000184110	8663	EIF3C	ENSG00000184110.14
45033	ENSG00000184730	55911	APOBR	ENSG00000184730.11
45035	ENSG00000185716	730094	MOSMO	ENSG00000185716.12
45036	ENSG00000185864	440345	NPIPB4	ENSG00000185864.16
45037	ENSG00000185905	283897	C16orf54	ENSG00000185905.4
45038	ENSG00000185947	10308	ZNF267	ENSG00000185947.15
45039	ENSG00000188215	123879	DCUN1D3	ENSG00000188215.10
45040	ENSG00000188322	388228	SBK1	ENSG00000188322.7
45041	ENSG00000188603	1201	CLN3	ENSG00000188603.19
45043	ENSG00000196118	90835	CCDC189	ENSG00000196118.12
45044	ENSG00000196296	487	ATP2A1	ENSG00000196296.13
45045	ENSG00000196502	6817	SULT1A1	ENSG00000196502.11
45046	ENSG00000196678	112479	ERI2	ENSG00000196678.14
45048	ENSG00000196993	100507607	NPIPB9	ENSG00000196993.8
45049	ENSG00000197006	51108	METTL9	ENSG00000197006.14
45050	ENSG00000197162	146540	ZNF785	ENSG00000197162.10
45051	ENSG00000197165	6799	SULT1A2	ENSG00000197165.11
45052	ENSG00000197272	246778	IL27	ENSG00000197272.2
45053	ENSG00000197302	124411	ZNF720	ENSG00000197302.10
45054	ENSG00000197471	6693	SPN	ENSG00000197471.12
45056	ENSG00000198064	613037	NPIPB13	ENSG00000198064.13
45058	ENSG00000198156	728741	NPIPB6	ENSG00000198156.10
45067	ENSG00000205456	729264	TP53TG3D	ENSG00000205456.11
45068	ENSG00000205456	102723655	TP53TG3D	ENSG00000205456.11
45069	ENSG00000205456	102723713	TP53TG3D	ENSG00000205456.11
45070	ENSG00000205456	102724101	TP53TG3D	ENSG00000205456.11
45071	ENSG00000205456	102724127	TP53TG3D	ENSG00000205456.11
45073	ENSG00000205609	728689	EIF3CL	ENSG00000205609.12
45074	ENSG00000205629	51451	LCMT1	ENSG00000205629.12
45084	ENSG00000213648	445329	SULT1A4	ENSG00000213648.10
45085	ENSG00000213658	27040	LAT	ENSG00000213658.11
45093	ENSG00000229809	146542	ZNF688	ENSG00000229809.8
45098	ENSG00000231876	102723536	AC009158.1	ENSG00000231876.8
45101	ENSG00000234186	162083	C16orf82	ENSG00000234186.3
45102	ENSG00000235560	107984875	AC002310.1	ENSG00000235560.4
45111	ENSG00000243716	100132247	NPIPB5	ENSG00000243716.10
45123	ENSG00000254206	728888	NPIPB11	ENSG00000254206.5
